size,sorted,stable,timeTaken
10,true,true,1.52642E-4
10,true,true,2.43742E-4
10,true,true,3.48586E-4
10,true,true,4.77666E-4
10,true,true,4.13253E-4
10,true,true,4.88667E-4
10,true,true,6.88821E-4
10,true,true,5.50422E-4
10,true,true,6.96232E-4
100,true,true,8.80509E-4
100,true,true,0.002040125
100,true,true,0.003293017
100,true,true,0.004352201
100,true,true,0.004155961
100,true,true,0.005415729
100,true,true,0.007046153
100,true,true,0.007473925
100,true,true,0.010614989
1000,true,true,0.010800605
1000,true,true,0.023430437
1000,true,true,0.03988108
1000,true,true,0.053199627
1000,true,true,0.083268754
1000,true,true,0.095239416
1000,true,true,0.094048105
1000,true,true,0.097442836
1000,true,true,0.1056598
10000,true,true,0.10920997
10000,true,true,0.2098538
10000,true,true,0.33056495
10000,true,true,0.44218847
10000,true,true,0.58690286
10000,true,true,0.6778229
10000,true,true,0.83263206
10000,true,true,0.9304184
10000,true,true,1.1313554
